emp_no,fullname,from_date,salary,title
470970,Ewing Demri,2000-07-08,40737,Senior Staff
470973,Juyoung Zastre,1988-12-29,47856,Senior Engineer
470976,Snehasis Dredge,1993-07-24,66065,Senior Staff
470979,Nahum dAstous,1994-03-30,69519,Senior Engineer
470993,Sudharsan Montemayor,1990-07-29,40000,Senior Engineer
470998,Chinya Gimbel,1996-03-11,60634,Engineer
471001,Parke Schade,2000-05-02,40000,Senior Engineer
471004,Larisa Baalen,1996-02-25,50381,Senior Staff
471017,Miomir Erie,1996-11-24,40000,Senior Engineer
471025,Rosli Zucker,1997-12-21,50781,Senior Staff
471028,Atilio Takanami,2002-07-06,42420,Senior Engineer
471033,Peternela Ariola,1992-08-08,40000,Senior Engineer
471036,Yishay Muhlberg,1999-09-12,42673,Senior Engineer
471038,Arumugam Marrakchi,1998-09-11,54381,Senior Engineer
471039,Satoru Menhoudj,1998-07-13,40000,Staff
471047,Sadok Karunanithi,1994-11-04,52905,Senior Staff
471050,Mingdong Sluis,2001-03-22,53084,Senior Engineer
471053,Satyanarayana Manders,2001-05-04,40000,Senior Staff
471060,Deniz Gulla,1999-05-14,52108,Engineer
471061,Hatem Gniady,1992-09-26,43132,Senior Engineer
471064,Anoosh Perl,1995-09-18,40777,Senior Engineer
471065,Herbert Stafford,1995-11-27,72590,Senior Staff
471073,Vugranam Bresenham,1987-12-14,40000,Senior Engineer
471075,Toshimitsu Luks,1999-06-15,40000,Technique Leader
471079,Kasturi Swiss,1997-06-17,61184,Senior Staff
471080,Jeane Morton,1997-04-07,43929,Staff
471082,Shichao Menyhert,2001-04-18,40000,Senior Engineer
471090,Volkmar Diderrich,2000-01-16,100600,Senior Staff
471096,Ingmar Merli,1986-10-09,46426,Senior Engineer
471101,DeForest Monarch,1998-03-14,40000,Senior Engineer
471103,Zissis Bouloucos,1998-03-09,40000,Engineer
471107,Akeno Muhlberg,1987-09-09,40000,Senior Engineer
471110,Vidar Segond,2000-12-28,53376,Senior Engineer
471111,Chrisa Perelgut,1997-09-14,54367,Senior Engineer
471114,Bojan Lally,2000-01-21,51828,Senior Staff
471121,Padma Birge,1997-12-12,50013,Senior Engineer
471124,Shakhar Falck,1991-12-21,62904,Technique Leader
471128,Yaghout Rosca,1997-03-16,51979,Senior Engineer
471131,Subhankar Wixon,1993-04-29,57027,Senior Staff
471133,Terresa Sullins,1994-10-07,40000,Technique Leader
471136,Arvind Birch,1999-02-13,55526,Engineer
471139,Kiyotoshi Collavizza,1999-12-15,58547,Engineer
471140,Noritoshi Halloran,1993-04-16,75737,Senior Engineer
471145,Berry Zaccaria,1996-02-09,40000,Engineer
471151,Murthy Curless,2000-04-17,47622,Senior Staff
471153,Dante Willoner,1994-05-25,48593,Senior Engineer
471155,Samphel Kaiser,1992-08-11,60184,Senior Engineer
471156,Venkatesan Shimshoni,1996-09-19,59111,Senior Engineer
471160,Shounak Unni,1994-10-10,40000,Senior Engineer
471162,Renee Pouyioutas,1995-04-01,40000,Senior Staff
471173,Bedrich Kaiser,1988-07-24,45239,Senior Engineer
471176,Dmitry Ossenbruggen,2000-06-30,40000,Senior Engineer
471180,Gianluca Mitchem,1988-09-27,45279,Senior Engineer
471181,Lalit Macedo,1997-03-06,43355,Senior Staff
471183,Remco Trumbly,1999-09-13,44963,Technique Leader
471184,Krassimir Basawa,1997-12-20,40000,Assistant Engineer
471194,Jiang Ventosa,1998-04-23,71207,Staff
471198,Bouchung Peck,1986-01-12,58875,Senior Engineer
471203,Jianhao Serot,1997-03-21,40000,Senior Engineer
471233,Shigehito Kalefeld,1996-04-05,42136,Senior Staff
471234,Mang Einsfeld,1996-11-09,40000,Senior Staff
471238,Maris Rosiles,2000-09-08,40000,Senior Engineer
471239,Adas Marletta,1998-11-06,40000,Senior Staff
471244,Brigham Kalorkoti,1996-11-02,42251,Senior Staff
471249,Marsha Kobara,1997-02-02,40000,Technique Leader
471250,Sivanarayana Ferretti,2002-01-29,44656,Senior Staff
471254,Lobel Pollock,1996-01-21,75488,Staff
471255,Mohua Luck,1992-07-16,40095,Senior Engineer
471259,Yuchang Danner,1999-07-04,72803,Senior Staff
471266,Youssef Syang,1999-05-18,41239,Senior Staff
471271,Domenico Kushnir,1994-10-10,47736,Senior Staff
471272,Teiji Baik,1997-12-08,46034,Senior Staff
471275,Karlis Brendel,1997-07-31,58362,Senior Engineer
471276,Sajjad Munck,1991-05-08,41551,Technique Leader
471289,Abdulah Atrawala,1999-06-01,55654,Senior Staff
471293,Christoper Ranon,1999-05-14,40000,Senior Engineer
471295,Pragnesh Cronau,1992-07-10,87731,Senior Staff
471297,Zeljko Ramras,1998-07-18,48374,Engineer
471300,Jaana Rassart,1993-05-19,49134,Senior Staff
471302,Jouko Lakshmanan,2001-05-02,48946,Engineer
471304,Shrikanth Barvinok,1991-05-02,40000,Senior Engineer
471315,Gritta Rande,1991-03-28,54234,Senior Staff
471317,Youngkon Bahr,2000-01-21,62046,Assistant Engineer
471318,Tsutomu Byoun,1995-07-27,40000,Senior Engineer
471322,Aloys Poupard,2001-08-20,40000,Senior Engineer
471327,Ziva Paciorek,1996-10-29,62685,Senior Engineer
471329,Gennadi Nourani,1996-12-11,53008,Engineer
471330,Stepehn Anido,1994-07-12,59379,Senior Staff
471332,Terresa Bolotov,1986-05-14,42703,Senior Engineer
471336,Florian Diderrich,1993-11-05,43437,Senior Staff
471346,Nidapan Oppitz,1997-02-02,41490,Staff
471350,Constantine Comellas,1998-02-20,72149,Staff
471351,Xiaocheng Greibach,1993-08-06,60005,Senior Engineer
471353,Ayonca Naumovich,1999-10-14,66540,Senior Staff
471361,Gaurav Gewali,1994-11-01,59401,Staff
471363,Isamu Sridhar,1994-01-17,44531,Senior Staff
471365,Aimee Clouatre,1993-07-28,59355,Senior Engineer
471370,Randy Bernardeschi,1999-11-07,60014,Senior Staff
471375,Youssef Beeson,1996-09-10,41901,Senior Staff
471376,Nikolaos Serna,1996-03-09,40000,Staff
471383,Mohammed Aamodt,1996-01-03,40000,Senior Engineer
471385,Nirmal Ratzlaff,1996-07-12,72415,Senior Engineer
471387,Shahab Lampe,1999-05-11,40000,Staff
471388,Amalendu Poupard,1994-06-23,51524,Senior Staff
471389,Leah Esposito,1999-11-04,46076,Senior Engineer
471391,Janche Ghandeharizadeh,1999-02-14,40815,Senior Engineer
471395,Rasikan Eickenmeyer,1994-09-16,75448,Senior Staff
471396,Monique Itschner,1999-12-17,79648,Senior Staff
471399,Ramzi Sommer,1997-06-10,40000,Staff
471402,Arun Matzat,1995-08-20,40000,Technique Leader
471404,Toshimo Kopetz,1995-08-05,42075,Senior Staff
471413,Vidar Debuse,1996-11-18,47008,Engineer
471414,Xuejia Luft,1996-08-07,40000,Staff
471416,Lidong Guerreiro,2001-02-23,85609,Senior Staff
471418,Chinhyun Ishibashi,1996-07-10,49728,Senior Staff
471419,Gully Monarch,1995-07-20,46580,Senior Engineer
471422,Teunis Atchley,1998-09-18,85455,Staff
471424,Freyja Jiang,1999-06-15,40000,Senior Staff
471425,Shen Asmuth,1989-11-01,40000,Senior Engineer
471433,Takanari Khamsi,1992-02-24,50342,Senior Engineer
471437,Christoper Impagliazzo,1998-01-05,51073,Engineer
471439,Theirry Czaja,1999-08-07,69705,Staff
471444,Xinan Welham,1994-08-03,66925,Senior Staff
471445,Duangkaew Zaccaria,1992-10-11,80420,Senior Engineer
471450,Yuping Khalil,1991-11-02,41116,Senior Engineer
471456,Girolamo Syang,1996-02-19,45505,Engineer
471457,Chikako Tagansky,1999-04-18,40000,Senior Engineer
471461,Jovan Brickell,2000-12-03,40000,Senior Staff
471464,Jiang Schmittgen,1996-08-06,57160,Staff
471467,Nimmagadda Gien,1999-01-07,40000,Senior Engineer
471468,Remmert Waymire,1998-11-21,40629,Staff
471472,Youjian Halloran,1993-11-11,52864,Senior Engineer
471473,Shir Doering,1999-05-28,40000,Senior Engineer
471476,Chinya Mundy,1999-09-30,68160,Staff
471479,Morrie Rassart,1997-07-29,52052,Senior Staff
471483,Janalee Ozeki,1998-09-05,64223,Staff
471484,Kwan Spataro,1996-06-25,40000,Staff
471489,Aamod Iisaku,1994-08-08,74950,Senior Staff
471503,Sachio Lovengreen,1994-01-22,40000,Technique Leader
471512,Macha Beetstra,1989-10-27,56250,Technique Leader
471516,Uli Monkewich,1997-07-18,55836,Senior Engineer
471517,Arnd Siochi,1999-06-17,58296,Senior Staff
471525,Premsyl Schlenzig,1994-03-25,77996,Staff
471529,Munir Aloia,2002-05-10,76906,Senior Staff
471540,Odoardo Baca,1988-01-11,48131,Senior Engineer
471545,Kwangyoen Guting,1999-12-20,40000,Technique Leader
471546,Cedric Picht,1986-07-05,81918,Senior Staff
471549,Alejandro Ramsak,1995-03-10,40000,Engineer
471550,Sadegh Fujisaki,1986-08-22,63194,Senior Staff
471560,Debaprosad Peot,1998-06-17,40000,Senior Staff
471562,Bartek Baaz,1992-05-14,46791,Senior Engineer
471571,Tonny Lenart,2002-07-27,84380,Senior Staff
471577,Xiaoheng Maccarone,1997-03-26,40000,Senior Engineer
471584,Volkmar Ranon,1996-10-16,60526,Engineer
471585,Lucian Uludag,1996-04-28,51574,Senior Staff
471587,Moie Picht,1992-11-17,53278,Senior Engineer
471589,Jiong Vuskovic,1997-01-04,40000,Senior Staff
471595,Parke Savasere,1998-09-04,64484,Engineer
471606,Masadi Kropp,1993-09-08,40000,Senior Engineer
471618,Dannz Bazelow,1995-08-18,47250,Senior Staff
471622,Baziley Rothenberg,1997-12-24,40000,Senior Staff
471626,Yinghua Bazzichi,1996-12-08,40000,Staff
471627,Soenke Nooteboom,1995-01-26,82841,Senior Staff
471631,Mingsen Ibel,1985-07-31,40418,Senior Staff
471633,Kyoichi Jervis,1990-08-30,82545,Senior Staff
471635,Tesuya Haddadi,1999-07-29,50607,Staff
471637,Jaihie Butner,1999-12-22,40000,Engineer
471640,Venkatesan Leivant,1999-12-18,52794,Engineer
471646,Leandro Unni,1987-10-31,40000,Senior Engineer
471647,Zhiwei Puppe,2000-10-20,40000,Senior Staff
471654,Xiaopeng Marakhovsky,2001-08-04,70607,Senior Staff
471664,Breannda Bharadwaj,1996-08-05,50014,Assistant Engineer
471669,Guiseppe Oppitz,1999-08-17,58065,Engineer
471678,Babette Koshiba,1985-02-07,54882,Senior Engineer
471679,Suzette Bazelow,1997-02-26,86579,Senior Staff
471683,Christ Yetto,2001-11-29,69403,Senior Staff
471692,Hironobu Munro,1999-02-08,40000,Staff
471695,Khedija Parhami,1997-02-12,53942,Senior Staff
471698,Gro Pelc,1996-01-07,41285,Technique Leader
471707,Ramachenga Serra,2001-05-19,59356,Senior Engineer
471708,Nagui Candan,1988-01-26,40000,Senior Engineer
471710,Soenke Junot,1988-06-27,40000,Senior Staff
471715,Pasqua Schusler,1996-10-26,51513,Senior Staff
471716,Yuichiro Billingsley,1992-11-07,40000,Technique Leader
471718,Slavian Segond,2001-03-01,49324,Senior Staff
471719,Basant Gerteisen,1988-06-05,88981,Senior Staff
471726,Xiadong Hashii,1999-10-10,48118,Engineer
471728,Tadahiko Heystek,1995-07-05,40000,Senior Engineer
471742,Vivian Nicolson,1996-10-21,40000,Staff
471744,Niteen Iisaku,1998-11-28,78976,Staff
471747,Tadahiro Krider,1986-09-26,40000,Senior Staff
471748,Mayumi Picel,1998-07-13,40000,Senior Engineer
471753,Arlette Pero,1995-07-31,47911,Senior Engineer
471754,Teunis Birnbaum,1993-10-07,40000,Senior Engineer
471762,Sachin Kalafatis,2000-08-10,58050,Senior Engineer
471764,Gao Schaaf,1997-02-18,58180,Senior Engineer
471766,Tadanori Miake,1998-10-01,56048,Senior Engineer
471768,Rutger Cannard,1999-01-25,40000,Engineer
471772,Huan Sigstam,1997-12-06,40000,Assistant Engineer
471773,Conrado Demri,1992-12-30,43710,Senior Engineer
471782,Alexius Strehl,1990-10-10,40000,Senior Engineer
471789,Xuejun Speer,1992-07-08,64218,Senior Staff
471790,Charmane Asrin,1987-02-09,63830,Senior Staff
471799,Heather Flanders,1991-10-10,41935,Senior Staff
471800,Guttorm Diderrich,1994-08-12,63471,Senior Staff
471807,Stafford Murtagh,1998-03-07,95444,Staff
471809,Moty Paciorek,1998-08-26,40000,Staff
471814,Saeed Keustermans,1996-09-16,40000,Engineer
471815,Adas Sidje,1996-01-18,45408,Senior Engineer
471822,Odinaldo Beeson,1997-07-21,40000,Senior Engineer
471824,Reinhard Kadhim,1997-12-07,60131,Senior Staff
471829,Saniya Jarecki,1997-06-10,68718,Staff
471833,Tuval Merlo,2001-01-18,40000,Senior Engineer
471839,Christoph Honiden,1991-07-10,58452,Senior Staff
471848,Niclas Liedekerke,1999-10-26,41192,Staff
471849,Jaihie Benner,1995-05-31,56006,Senior Engineer
471853,Arvind Rothenberg,2002-01-17,52796,Senior Engineer
471855,Lalit Codenie,1996-07-05,40000,Staff
471858,Chinya Ruther,1986-11-06,40000,Senior Staff
471861,Morris Orlowski,1995-09-04,40000,Senior Engineer
471862,Masali Kisuki,2000-02-01,80086,Senior Staff
471863,Tayeb Castellani,1996-04-22,40000,Engineer
471865,Fumiya Bhattacharjee,1999-01-14,81946,Senior Staff
471866,Zito Pietrzykowski,1997-06-27,59660,Senior Staff
471867,Zhensheng Katalagarianos,1997-07-18,40000,Senior Engineer
471870,Tze Seiwald,1993-11-09,40000,Senior Staff
471872,Serap Haddadi,1998-11-07,73689,Engineer
471875,Otmar Choobineh,1995-02-22,56321,Staff
471887,Volkmar Renear,1999-12-12,60460,Senior Engineer
471892,Gadiel Maierhofer,1995-07-17,46858,Assistant Engineer
471899,Eran Molberg,1999-11-22,40000,Senior Staff
471900,Goa Itschner,1999-02-04,58305,Senior Staff
471904,Youssef Brender,1995-07-07,69249,Senior Staff
471916,Jaber Azuma,1999-09-21,40000,Senior Staff
471921,Claude Mikschl,1993-02-26,40000,Senior Engineer
471929,Kristen Bale,1999-12-24,66719,Engineer
471936,Marsal Olivero,1994-04-12,43963,Senior Staff
471942,Heekeun Hardjono,2002-06-23,59805,Senior Engineer
471943,Alselm Pleszkun,1989-05-28,53569,Senior Engineer
471944,Suzette Pfau,1997-06-16,56834,Technique Leader
471948,Debaprosad Perng,1993-04-04,70174,Senior Staff
471960,Junichi Cooley,1996-07-14,48564,Senior Engineer
471962,Joydip Bach,1998-12-03,60530,Senior Staff
471964,Janche Leaver,1994-03-12,81581,Senior Staff
471970,Lalit Demos,2001-06-29,40000,Senior Staff
471975,Otilia Zschoche,1985-08-11,49784,Senior Engineer
471976,Torsten Henseler,1995-10-02,47988,Senior Engineer
471979,Kayoko Stafford,1996-07-26,40000,Senior Engineer
471985,Mana Ushiama,1996-07-01,52535,Staff
471986,Mads Ranst,1999-10-30,46126,Assistant Engineer
471989,Tomokazu Kadhim,1985-11-29,40000,Senior Engineer
471991,Janche Farrag,2002-05-21,40000,Senior Engineer
471996,Navid Bratsberg,1994-07-02,40000,Engineer
472003,Elrique Bondorf,1995-05-17,52753,Senior Engineer
472008,Fen Salvesen,1997-02-08,50624,Senior Engineer
472009,Kotesh Basart,1989-05-03,40718,Senior Staff
472010,Uriel Bage,1999-01-10,71088,Senior Staff
472012,Evgueni Kavraki,1987-10-22,40000,Senior Engineer
472014,Ziya Kusakari,2001-06-28,67764,Senior Engineer
472018,Giao Coombs,1996-09-06,47808,Senior Engineer
472020,Leszek Litzler,1998-01-11,57494,Senior Engineer
472021,Marsha Wielonsky,1987-06-25,79529,Senior Staff
472022,Somnath Bennis,1992-10-25,40000,Senior Engineer
472026,Ronghao Savasere,1985-08-05,40059,Senior Engineer
472028,Boguslaw Terwilliger,2000-07-29,64057,Senior Engineer
472030,Patricia Mukaidono,2001-06-04,40000,Engineer
472038,Garnet Thombley,1993-04-29,57603,Senior Engineer
472040,Domenick Georgatos,1999-09-23,67922,Staff
472042,Khalid Genther,1998-09-11,48250,Senior Engineer
472047,Florian Beutelspacher,1999-04-02,61117,Staff
472064,Temple Litecky,1985-03-16,48945,Senior Engineer
472066,Hugo Schurmann,1999-03-25,54234,Senior Engineer
472069,Jixiang Ciolek,1992-11-20,83396,Senior Staff
472085,Christ Polajnar,2000-12-18,40000,Engineer
472091,Shahab Pollock,2000-05-16,40579,Senior Engineer
472096,Lubomir Ernst,1997-06-30,40000,Senior Engineer
472108,Yechiam Yoshizawa,1996-10-02,40000,Senior Engineer
472116,Jaroslava Azevdeo,1985-04-05,48848,Senior Engineer
472120,Pohua Farris,1992-03-23,51090,Senior Engineer
472121,Jenwei Serra,1995-12-08,61622,Senior Engineer
472123,Piyawadee Roohalamini,1994-11-26,57734,Staff
472130,Leucio Biran,1986-01-26,67996,Senior Engineer
472132,Yucai Atchley,1997-08-19,78692,Senior Staff
472133,Nathan Boreale,1987-03-21,44737,Senior Engineer
472134,Zine Butner,1998-11-05,47282,Senior Engineer
472138,Phillip Vidya,1995-08-22,56285,Engineer
472149,Sverrir Luck,1999-12-22,56745,Senior Engineer
472157,Khun Kuszyk,1995-01-25,86736,Senior Staff
472159,Vasilii Ashish,1994-11-24,40000,Engineer
472162,Jiakeng Baumann,2001-05-08,45041,Senior Staff
472166,Bingning Ventosa,1994-10-19,49297,Senior Staff
472172,Janalee Dengi,1994-08-18,40000,Senior Engineer
472185,Marsha Tomescu,1997-03-23,40000,Engineer
472186,Dung Janetzko,1992-03-21,83339,Senior Staff
472192,Padma Wrigley,1991-09-09,40000,Senior Staff
472194,Bokyung Zultner,1998-09-13,40000,Staff
472200,Udo Landherr,1996-11-27,42107,Assistant Engineer
472203,Deborah Brendel,1985-03-15,55586,Senior Staff
472205,Adit Einsfeld,1998-08-29,42150,Senior Staff
472209,Kasturi Thambidurai,1993-06-17,47458,Senior Engineer
472221,Takahiro Naumovich,1993-02-03,40000,Senior Engineer
472223,Hidde Birke,1994-03-02,40000,Senior Staff
472231,Oguz Strooper,1991-10-22,47288,Senior Staff
472234,Kensyu Lunt,1991-07-10,40000,Senior Staff
472240,Alejandro Prochazka,1994-08-30,68089,Senior Engineer
472242,Herb Rande,1996-04-10,41147,Senior Staff
472248,Chirstian Ramras,1995-03-22,44097,Senior Engineer
472250,Roded Maierhofer,1988-11-03,45767,Senior Engineer
472255,Marlo Krohn,1998-10-21,55996,Senior Staff
472268,Satoru Lemarechal,1996-04-20,71138,Senior Staff
472269,Shahid Schapire,1998-11-04,57253,Senior Staff
472282,Takahira Chachaty,1995-08-30,55040,Senior Engineer
472293,Shiv Gopalakrishnan,1998-10-27,69052,Senior Staff
472297,Katsuo Borstler,1997-08-09,40000,Staff
472303,Kiam Schmiedel,1998-10-08,40000,Senior Staff
472307,Rance Burnard,1987-10-29,40000,Senior Engineer
472309,Arunas Chimia,1996-06-28,67685,Senior Staff
472310,Sashi Dulin,2000-05-14,40000,Senior Staff
472315,Bedrich Msuda,1995-01-05,40000,Staff
472320,Hercules Herber,2002-02-28,70616,Senior Engineer
472335,Zeljko Jansen,1994-10-05,40000,Senior Staff
472340,Gaurav Jonsson,1992-08-07,40000,Senior Engineer
472349,Zeljko Ouhyoung,1994-07-23,56883,Senior Staff
472356,Geoffry Aloia,1997-07-03,47903,Senior Engineer
472372,Pramod Garrabrants,1998-05-18,71248,Senior Staff
472373,Pramod Cummings,2000-08-23,64663,Senior Staff
472374,Xuedong Montemayor,1999-01-10,95049,Senior Staff
472375,Ranan Weedon,1993-01-15,40000,Senior Staff
472381,Yucel Maraist,1993-09-05,63129,Senior Engineer
472391,Mohammed Simmel,1985-03-25,40000,Senior Staff
472392,Uzi Masada,1988-03-23,51604,Senior Staff
472399,Heping Falck,1997-11-28,58142,Engineer
472402,Susanna Rande,1996-06-18,67674,Senior Engineer
472403,Leah Woycyznski,1993-09-14,40000,Senior Staff
472404,Stevo Cannane,1996-01-19,47042,Senior Engineer
472411,Tianruo Veldwijk,1997-09-25,40000,Senior Engineer
472412,Zine Eiter,1988-04-01,51447,Senior Engineer
472414,Aamod Anick,2001-10-29,72890,Senior Staff
472423,Claude Itzfeldt,2000-09-21,40000,Senior Staff
472426,Baocai Markovitch,1999-06-03,49903,Senior Staff
472429,Gully Cyre,1987-11-14,40000,Senior Staff
472432,Basant Maginnis,1998-05-14,40000,Technique Leader
472442,Badri Noriega,1999-09-19,56515,Engineer
472444,Remco Haumacher,1997-08-17,40000,Senior Staff
472450,Khalil Improta,1999-10-22,40960,Engineer
472459,Emdad Peternell,2001-07-23,51482,Senior Engineer
472464,Nitsan Zaiane,2000-01-20,58182,Engineer
472470,Stafford Kuszyk,1998-02-01,49167,Engineer
472472,Mizuhito Busillo,1989-04-17,85179,Senior Staff
472476,Christfried Chinen,1999-01-14,51271,Engineer
472482,Fumitake Isard,1997-11-10,84519,Senior Staff
472485,Tetsushi Farrar,1997-09-07,57065,Senior Engineer
472496,Satosi Marakhovsky,1995-12-19,40000,Senior Engineer
472504,Nobuyoshi Riefers,1997-06-07,52285,Senior Staff
472509,Jaroslava Bolotov,1997-01-30,54390,Senior Engineer
472510,Alair Beerel,1998-09-05,58613,Senior Staff
472511,Troy Birta,1996-07-02,78084,Senior Staff
472512,Mayuri Edelhoff,1986-04-10,40000,Senior Staff
472513,Sanjoy Birta,1991-06-23,63980,Senior Staff
472521,Vidar Schneeberger,1998-01-23,42570,Senior Engineer
472530,Cristinel Baig,1999-12-28,81509,Senior Staff
472537,Mizuhito Quittner,1998-12-07,40000,Senior Staff
472560,Chenye Azumi,2002-01-27,40300,Senior Staff
472565,Qunsheng Henders,1997-01-27,54016,Engineer
472574,Mingdong Stassinopoulos,1986-06-05,40000,Technique Leader
472575,Kokou Peot,2000-01-01,40000,Senior Engineer
472588,Mary Rosti,1988-04-14,48814,Senior Engineer
472591,Eckart Bondorf,1993-04-26,40000,Senior Staff
472598,Xuejun Levasseur,1995-07-25,58253,Senior Engineer
472607,Clyde Hmelo,1998-03-21,40000,Senior Staff
472610,Honesty Perng,2002-03-05,50393,Senior Staff
472611,Susanne Malinowski,1985-09-06,56985,Senior Staff
472614,Niteen Lieberherr,1996-04-19,40000,Engineer
472622,Kensei Bage,1988-12-15,55812,Senior Staff
472633,Rosalyn Picaronny,1992-12-06,69994,Senior Staff
472634,Niclas Klerer,1996-11-28,40000,Engineer
472635,Jixiang Tagansky,1994-06-11,40000,Senior Engineer
472641,Zhanqiu Peris,1995-02-10,40000,Senior Staff
472643,Luisa Harbusch,1990-02-15,42731,Senior Staff
472644,Toney Gecseg,1992-08-21,50783,Senior Engineer
472649,Georg Highland,1999-03-09,40000,Assistant Engineer
472650,Theirry Ratnakar,2000-01-21,79905,Senior Staff
472653,Moie Denos,1997-10-23,40000,Senior Engineer
472657,Ingemar Shumilov,1986-09-06,59683,Senior Staff
472665,Rajmohan Lueh,1996-05-31,48985,Senior Engineer
472670,Valery Biron,2001-10-19,40000,Senior Engineer
