emp_no,title,from_date,salary,fullname
487697,Staff,1999-10-16,58594,Conrado Marciano
487703,Senior Engineer,1994-05-27,50080,Khedija Sewelson
487706,Senior Engineer,1999-10-27,44720,Jaques Thebaut
487709,Senior Engineer,1996-08-17,55406,Sanjai Vasanthakumar
487710,Engineer,1997-01-28,55050,Gad Schlenzig
487731,Senior Staff,1997-08-27,67490,Radhakrishnan Bala
487732,Technique Leader,1986-02-02,40069,Masami Iisaku
487743,Senior Staff,1990-08-19,98960,Chanjung Kavvadias
487748,Senior Engineer,1998-10-22,51022,Patricia Hebden
487749,Senior Staff,1995-11-06,59116,Unal Comte
487758,Senior Engineer,1988-05-12,40000,Sandeepan Wendorf
487764,Staff,1996-09-22,40000,Sadok Ballarin
487765,Senior Engineer,2000-02-27,40000,Isaac Narwekar
487766,Staff,1998-03-20,65505,Kwangyoen Panangaden
487770,Senior Engineer,1998-07-26,58882,Moheb Krichel
487775,Senior Staff,1989-03-18,40000,Toshimori Bennis
487778,Senior Engineer,1995-08-03,40000,Dmitry Zockler
487779,Senior Staff,1994-01-12,79273,Leah Esposito
487780,Staff,1997-08-03,50877,Sungwon Hinsberger
487785,Senior Staff,1999-06-12,46630,Angel Gien
487789,Senior Engineer,1994-03-02,40000,Val Bellone
487790,Senior Engineer,1992-11-18,40000,Kolar Fontan
487792,Senior Engineer,1995-11-21,52433,Nevio Suessmith
487794,Senior Staff,2001-02-02,43584,Yongmao Piveteau
487795,Senior Staff,2000-01-13,52659,Lene Penn
487801,Senior Engineer,1994-02-05,40000,Panayotis Ferriere
487804,Senior Engineer,1987-11-06,46325,Annemarie Honglei
487815,Senior Engineer,1995-09-03,50228,Khalil Pollacia
487818,Technique Leader,1993-11-01,40000,Gopalakrishnan Madeira
487824,Engineer,2002-05-01,53185,Yechezkel Cyre
487825,Senior Engineer,1994-02-03,45060,Hilari Kropatsch
487826,Senior Staff,1999-04-18,48001,Barton Langford
487831,Senior Engineer,1992-05-20,46922,Urs Lemarechal
487833,Staff,1999-08-16,56864,Mahmut Parfitt
487837,Senior Staff,1999-01-08,46461,Jungsoon Kitai
487843,Engineer,1998-05-22,40000,Yongdong Brizzi
487844,Senior Staff,1997-11-20,68080,Tsutomu Huhdanpaa
487847,Senior Engineer,1997-04-16,40000,Pintsang Merkl
487849,Senior Engineer,2002-04-08,47070,Sanjiv Perna
487853,Engineer,2000-02-13,43512,Sergi Schrooten
487859,Senior Engineer,1999-05-01,40000,Gadiel Pietracaprina
487860,Engineer,1998-08-14,58302,Volkmar Parfitt
487862,Staff,1995-12-01,48483,Somnath Eppinger
487866,Senior Engineer,1997-09-21,61939,Elvia Decaestecker
487867,Senior Staff,2000-07-30,61705,Kwangjo Manders
487869,Senior Staff,2000-10-08,62283,Uli Guenter
487871,Senior Staff,1987-06-14,52215,Mantis Panwar
487878,Senior Engineer,1998-01-25,49339,Shugo Schusler
487884,Senior Engineer,1991-01-16,40000,Yuichiro Kawashima
487887,Senior Engineer,1994-10-11,49940,Taegyun Vecchio
487891,Senior Engineer,2002-04-09,40000,Minghong Pocchiola
487894,Senior Staff,1995-07-28,58919,Subhankar Highland
487900,Senior Staff,2000-07-03,40000,Fox Pappas
487903,Senior Engineer,1999-08-28,42749,Masasuke Rattan
487904,Senior Engineer,1998-11-27,63153,Gererd Ciolek
487906,Engineer,1995-04-30,74581,Abdelaziz Menhoudj
487908,Technique Leader,1994-02-28,47763,Rayond Tchuente
487916,Senior Engineer,1997-12-15,52240,Krisda Larfeldt
487917,Engineer,1999-03-31,41616,Etsuo Veevers
487920,Senior Engineer,1998-04-03,40000,Yechezkel Siksek
487941,Senior Engineer,1991-07-30,46483,Haldon Mahmud
487943,Engineer,1996-12-20,40000,Ewing Mawatari
487946,Senior Engineer,2002-07-14,51596,Herb Magalhaes
487949,Senior Engineer,1998-02-15,41612,Shuho Pavlopoulou
487950,Staff,1995-02-08,105005,Koldo Cochrane
487952,Senior Engineer,1993-10-01,48025,Atilio Anick
487953,Senior Staff,1998-04-12,40000,Lokesh Uludag
487960,Staff,1996-12-06,40000,Sumali Hennings
487972,Technique Leader,1994-05-21,40000,Khun Bahi
487974,Senior Engineer,1991-04-06,40000,Masadi Smailagic
487978,Senior Engineer,2001-02-07,40000,Shuky Ruther
487983,Senior Engineer,1999-08-12,79024,Zine Gadepally
487984,Technique Leader,1995-04-29,42909,Dines Mamelak
487986,Senior Staff,2002-03-31,86827,Jackson Geffroy
487987,Senior Staff,1998-02-01,74180,Poorav Alameldin
487992,Engineer,1999-10-31,40000,Vasiliy Lovengreen
488001,Staff,1995-09-23,69803,Valter Sgarro
488018,Senior Staff,1994-04-20,75933,Adamantios Zweizig
488039,Senior Staff,1987-07-18,59967,Taegyun Molenaar
488041,Staff,1997-09-13,72486,Vasilis Maccarone
488043,Senior Engineer,1998-10-14,49695,Nagui Prampolini
488048,Senior Engineer,1993-10-12,42692,Oddvar Servieres
488049,Senior Staff,1994-05-04,72925,Rosella Servi
488053,Senior Engineer,1985-08-29,40000,Gen Maraist
488057,Senior Engineer,2002-07-14,40501,Gennady Schonegge
488061,Senior Engineer,1999-06-10,48100,Shai Haraldson
488062,Senior Engineer,1998-08-15,40000,Yonghong Michaeli
488063,Senior Engineer,1997-06-16,68490,Seongbae Yurov
488066,Senior Engineer,1993-06-05,46769,Patricia Marrevee
488068,Senior Staff,1996-04-09,93207,Abdelghani Sabnani
488074,Senior Engineer,1988-05-25,48108,Giordano Genther
488077,Senior Engineer,1988-08-02,64398,Isaac Huxford
488104,Senior Engineer,2000-02-16,55436,Wonhee Furedi
488108,Senior Staff,1990-08-23,75722,Keiichiro Khalil
488114,Engineer,1999-10-11,40000,Krister DuBourdieux
488117,Senior Staff,1996-01-30,69196,Serap Stranks
488121,Senior Engineer,2002-06-29,40000,Urs Schneeberger
488128,Senior Engineer,2001-12-13,46586,Alejandro Luce
488131,Senior Engineer,1994-05-21,58266,Dannz Rosch
488132,Senior Engineer,1993-05-02,40000,Torsten Vakili
488137,Senior Engineer,1997-09-12,40000,Youssef Luce
488138,Senior Engineer,1994-02-01,53148,Douadi Bratten
488140,Staff,1993-08-24,91277,Aria Ferriere
488141,Senior Engineer,1997-03-16,69816,Kristen Hambrick
488144,Engineer,1998-08-26,44124,Remco Birch
488145,Engineer,1993-12-03,40000,Phule Kavanagh
488149,Engineer,1999-02-17,65572,Shawna Krichel
488153,Senior Engineer,1998-06-29,42934,Annemarie Jumpertz
488154,Senior Engineer,1995-12-01,55694,Jaewon Porenta
488163,Senior Staff,2000-12-09,59290,Arunachalam Schneeberger
488164,Senior Staff,1993-07-26,40000,Kaijung Bahk
488168,Senior Engineer,2000-07-06,40000,Adil Kenevan
488172,Senior Engineer,1999-08-21,59437,Alejandra Weisert
488177,Senior Engineer,2000-10-09,44890,Szabolcs Hertweck
488180,Senior Engineer,1995-02-18,41690,Kwangyoen Arlazarov
488183,Senior Engineer,1994-10-20,40000,Shaowei Hiroyama
488184,Senior Staff,1998-01-16,60788,Shooichi Avouris
488185,Senior Engineer,1995-01-15,71484,Junsik Hanratty
488189,Senior Engineer,1997-02-16,46774,Tianruo Serra
488191,Senior Engineer,1995-02-20,40000,Sanjay Stassinopoulos
488192,Senior Engineer,1995-07-17,46056,Theron Tiemann
488209,Senior Engineer,1993-02-15,40000,Shuho Gulla
488217,Technique Leader,1998-06-15,42141,Shaowen Gini
488220,Senior Staff,1990-05-21,74993,Tetsurou Ouhyoung
488222,Senior Staff,1994-11-03,70936,Taisook Kleiser
488229,Engineer,1996-09-10,64847,Arup Brobst
488234,Senior Staff,1996-04-20,61260,Hidefumi Rubsam
488245,Senior Staff,1993-09-09,97720,Shay Slutz
488246,Senior Engineer,1997-05-06,55098,Paris Honglei
488249,Senior Staff,1995-05-10,50257,Macha Ciolek
488255,Senior Engineer,1994-12-27,56992,Leif Passafiume
488261,Engineer,1998-07-02,51125,Gian Awdeh
488263,Technique Leader,1986-08-21,66742,Cristinel Lamparter
488271,Technique Leader,1989-01-09,40646,Aimee Rahier
488273,Senior Staff,2000-05-10,76206,Mooi Yavatkar
488275,Senior Staff,1989-08-16,76227,Ulises Woycyznski
488279,Senior Staff,1985-05-05,103444,Danny Rohrbach
488286,Senior Staff,2000-12-22,53876,Bodo Gajiwala
488301,Senior Engineer,1992-08-27,54082,Shuzo Matzen
488302,Senior Engineer,1995-02-14,53454,Ortrud Alblas
488304,Senior Engineer,2000-11-17,54365,Yuqun Jayawardene
488311,Engineer,1998-09-16,48184,Anestis Riesenhuber
488316,Staff,1994-09-04,57715,Jolita Vandervoorde
488318,Assistant Engineer,1996-04-06,56530,Serif Pavlopoulou
488320,Senior Engineer,2001-09-20,40000,Tsz Kaltofen
488323,Engineer,1996-01-29,57152,Venkatesan Underwood
488327,Senior Engineer,1996-08-28,40000,Takushi Lemarechal
488329,Senior Engineer,2000-03-15,46093,Maren Niizuma
488332,Senior Engineer,1998-02-26,71060,Sadegh Clemencon
488334,Senior Engineer,1995-12-09,40000,Junsik Picci
488335,Senior Engineer,1994-08-18,40012,Atreye Giaccio
488336,Staff,1997-06-11,67727,Elgin Fraisse
488338,Senior Engineer,2000-06-17,44988,Yaghout Pietracaprina
488339,Senior Engineer,1997-08-07,47476,Muzhong Yeung
488346,Engineer,1995-09-10,43390,Satyanarayana Furedi
488348,Technique Leader,1992-06-18,40000,Ramalingam Danner
488360,Senior Staff,1988-11-12,80839,Roselyn Fioravanti
488361,Senior Staff,1998-08-15,40000,Eben Dengi
488362,Staff,1995-08-13,61585,Vivian Selvestrel
488364,Senior Engineer,2001-03-31,46255,Taizo Murillo
488368,Senior Staff,1998-11-23,44973,Kazuhide Akaboshi
488369,Engineer,1999-02-21,55353,Kankanahalli Ranze
488375,Senior Staff,2001-09-29,51541,Bernt Besselaar
488383,Senior Engineer,1997-08-14,56580,Vidya Alblas
488391,Senior Engineer,1999-11-20,55616,DeForest Litvinov
488400,Senior Staff,1993-07-12,75929,Claudi Gulla
488407,Senior Staff,1996-03-26,50739,Leandro Codenie
488410,Senior Staff,1996-01-18,76175,Guther Picci
488413,Senior Staff,1989-10-16,40000,Arun Calkin
488417,Senior Engineer,1998-12-06,44856,Sumant Iacovou
488420,Engineer,1999-05-27,47337,Zhenhua Weisert
488423,Technique Leader,1991-10-05,56590,Francesca Badache
488424,Senior Engineer,1989-09-01,41957,Sven Remmers
488426,Senior Staff,1990-09-10,45906,Billie Thimonier
488436,Senior Engineer,1994-06-17,40000,Bernardo Azuma
488437,Senior Staff,1999-04-12,64866,Vasilii Henseler
488442,Senior Staff,1992-11-17,59977,Houman Wynblatt
488456,Senior Staff,1995-05-28,64753,Eran Vesna
488460,Senior Engineer,2001-10-02,40000,Shay Borstler
488461,Staff,1999-10-01,97976,Elvis Goodrum
488472,Engineer,1999-11-21,57006,DAIDA Speer
488473,Senior Staff,1998-11-15,48295,Odoardo DuBourdieux
488474,Senior Staff,1998-06-09,65543,Chenye Hainaut
488475,Engineer,1998-08-23,40000,Hyuckchul Syang
488477,Senior Staff,1986-06-01,40000,Gregory Matzel
488478,Senior Staff,1994-06-28,42286,Shugo Candan
488485,Senior Staff,1991-09-02,72682,Leszek Schwartzburd
488491,Senior Staff,1999-09-27,56038,Manton Kermarrec
488492,Senior Staff,2000-04-03,66778,Kinh Schurmann
488497,Senior Staff,1994-03-09,40000,Noritoshi Peral
488500,Senior Engineer,1985-10-23,47499,Berto Rabehasaina
488509,Senior Staff,1993-05-24,40000,Krisda Swen
488512,Senior Staff,1997-02-03,86657,Vojin Rikino
488525,Senior Staff,1995-04-10,68668,Leen Zolotykh
488526,Senior Staff,1996-07-21,60107,Monique Fraisse
488530,Senior Staff,1995-06-02,66820,Guther Vuskovic
488535,Engineer,1996-01-20,50416,Odinaldo Pocchiola
488539,Engineer,1998-05-02,52765,Etsuo Kampfer
488541,Senior Staff,1991-07-05,64090,Raimond Luck
488545,Senior Engineer,1992-04-02,40000,Shigeo Condotta
488554,Engineer,1995-07-02,70791,Hitomi Crelier
488558,Staff,1996-08-15,60945,Yuqun Marrevee
488563,Engineer,1999-03-15,50149,Georgi Koblitz
488566,Staff,1999-05-19,40000,Sangeeta Murtha
488569,Senior Engineer,2000-03-20,56123,Satoru Facello
488570,Technique Leader,1990-02-10,40000,Przemyslawa Sooriamurthi
488572,Assistant Engineer,1995-10-17,41909,Randi Henseler
488577,Engineer,1998-12-03,40000,Palash Masaki
488579,Senior Staff,1991-10-18,40000,Chaoyi Hagimont
488580,Senior Engineer,1997-02-19,41656,Bingning Kieras
488586,Staff,1997-01-09,61243,Maik Samarati
488593,Senior Engineer,1994-03-10,44739,Venkatesan Katalagarianos
488594,Senior Engineer,1996-12-14,41508,Pranas Schade
488596,Senior Engineer,1995-06-27,40000,Susanne Nanard
488605,Senior Engineer,2000-03-12,49844,Charlene Kushner
488607,Senior Staff,1989-07-06,85942,Xudong Godskesen
488616,Senior Engineer,1997-12-12,40000,Xiping Vadhan
488617,Staff,1999-10-20,46394,Saniya Kornatzky
488625,Senior Engineer,1998-10-12,40000,Sadok Botman
488626,Technique Leader,1998-06-01,40000,Eran Brodie
488627,Senior Engineer,1992-03-05,43377,Sven Barvinok
488629,Senior Staff,1991-12-28,40000,Xiaopeng Birnbaum
488630,Staff,1998-05-04,55267,Heejo Muhling
488631,Senior Staff,1993-11-12,56560,Marsha Noriega
488635,Senior Staff,1995-09-12,98225,Aria Morrin
488636,Senior Engineer,2000-09-25,40000,Shaleah Lanzelotte
488637,Engineer,1993-08-16,76622,Hisao Shiratori
488651,Senior Staff,2000-02-12,53474,Hercules Werthner
488652,Senior Engineer,2001-08-29,40000,Aran Lanteri
488657,Technique Leader,1991-09-03,59942,Juyoung Vitiello
488659,Staff,1997-05-26,49523,Masaru Schaar
488661,Senior Engineer,1991-02-27,63544,Marlo Verhaegen
488663,Senior Staff,1993-12-30,74925,Yurii Leslie
488667,Assistant Engineer,1998-01-05,47281,Mayumi Basagni
488672,Engineer,1999-08-24,50766,Shaibal Lorch
488673,Senior Staff,2000-08-05,63183,Yinlin Ohori
488674,Senior Staff,1997-06-20,52898,Uri Ressouche
488677,Senior Staff,1992-11-04,41254,Gila Bruckman
488681,Senior Engineer,1999-05-30,40000,Hatem Peha
488682,Senior Engineer,1995-12-08,56702,Ugo Badache
488683,Staff,1995-02-13,46902,Mohua Plump
488691,Senior Engineer,1997-10-06,56971,Debatosh Bolsens
488697,Engineer,1999-10-19,40000,Adib Melski
488700,Staff,1997-04-23,40000,Ramya Nyrup
488705,Senior Engineer,1996-03-18,45327,Nevio Chenoweth
488709,Senior Engineer,1994-02-21,60540,Mayuko Krzyzanowski
488710,Staff,1996-03-02,40000,Perry Gustavson
488711,Assistant Engineer,1995-11-04,40000,Nevin Vidal
488715,Staff,1997-11-08,74628,Bedir Pesch
488718,Senior Staff,1989-02-25,74086,Oscar Lieberherr
488721,Senior Staff,1998-07-31,40000,Yahiko Selvestrel
488726,Senior Staff,1994-05-06,53794,Kousuke Welham
488733,Senior Engineer,2000-04-05,56722,Conor Shimshoni
488734,Senior Engineer,1995-04-09,40000,Sadok Delaune
488738,Senior Engineer,2001-10-15,65591,Arif Melichar
488739,Assistant Engineer,1998-06-14,40000,Serap Duclos
488740,Senior Staff,1998-10-27,47700,Khalil Schnelling
488741,Staff,1999-07-31,81424,Atreyi Lunt
488746,Senior Engineer,1992-08-02,40000,Takahiro Chandrasekhar
488749,Senior Staff,1997-01-08,45954,Pranav Thombley
488751,Senior Staff,1994-11-23,40000,Paris Uludag
488756,Senior Staff,1999-12-19,53426,Adit Luke
488758,Senior Engineer,1993-02-21,62300,Panayotis Tyugu
488764,Senior Engineer,1996-03-19,40000,Subhrajyoti Onuegbe
488767,Senior Staff,1997-04-09,40000,Lubomir Adachi
488774,Senior Engineer,1997-10-10,52202,Kamakshi Plumb
488776,Technique Leader,1994-02-09,40000,Jiann Schmiedel
488783,Assistant Engineer,1997-11-05,60071,Prodip Denny
488791,Engineer,1994-12-25,62610,Temple Khasidashvili
488793,Technique Leader,1998-06-01,54526,Taiji Kaelbling
488794,Senior Staff,1987-03-11,79213,Bodo Serdy
488802,Staff,1996-09-08,40000,Jiang Cherinka
488806,Senior Engineer,1986-06-14,40000,Huican Ranon
488807,Engineer,1994-01-27,59614,JiYoung Madeira
488813,Senior Staff,1993-09-15,56911,Elliott Gelosh
488818,Senior Staff,1993-02-14,40000,Masasuke Tchuente
488819,Assistant Engineer,1996-09-09,40000,Seongbin Asrin
488820,Engineer,1996-08-12,40000,Mayuri Wegerle
488821,Senior Staff,1999-09-06,45312,Stepehn Stanger
488837,Senior Staff,2001-06-22,63516,Nahla Riexinger
488843,Senior Engineer,1990-04-18,42962,Honglan Validov
488848,Engineer,1997-04-26,43992,Changho Poehlman
488857,Senior Staff,1990-10-08,40000,Arto Garrabrants
488859,Senior Engineer,1994-01-21,50737,Odysseas McFarlin
488865,Senior Engineer,1989-12-08,52230,Aris Petersohn
488868,Senior Staff,1992-03-28,42090,Satyanarayana Uchoa
488874,Senior Engineer,1994-07-08,51881,Divier Delaune
488877,Senior Staff,1986-10-17,64268,Magy Baca
488881,Engineer,1998-03-28,40000,Aran Puppo
488882,Senior Engineer,1993-05-26,48769,Kwangsub Khalil
488886,Senior Staff,1997-08-17,49447,Kauko Janetzko
488887,Senior Staff,1996-02-04,40000,Szabolcs Iwayama
488894,Senior Engineer,1994-02-11,72358,Boriana Champarnaud
488905,Staff,1994-07-05,64369,Snehasis Takkinen
488907,Senior Engineer,1993-04-23,40000,Reinhold Kitai
488910,Senior Engineer,1994-03-13,54137,Moto Slutz
488913,Staff,1997-08-15,57728,Guttorm Demizu
488918,Senior Staff,2001-05-15,64689,Tamiya Munos
488928,Senior Staff,1995-01-26,58425,Adel Bazelow
488938,Senior Staff,1998-10-30,69245,Zeydy Pesch
488940,Senior Staff,1994-06-06,57929,Zhongwei Beutelspacher
488941,Senior Staff,2002-07-09,46812,Wayne Zeidenstein
488943,Senior Staff,1997-01-08,62625,Cordelia Lorho
488944,Senior Engineer,1994-07-06,51489,Saeko Clemencon
488946,Engineer,1997-12-06,40000,Odoardo Sewelson
488949,Engineer,1999-06-21,40000,Beshir Krzyzanowski
488956,Senior Staff,1989-04-21,64862,Matt Kranzdorf
488958,Senior Staff,1993-04-15,41547,Naftali Brattka
488961,Senior Staff,2002-04-26,84442,Marsal Niizuma
488963,Senior Staff,1997-01-30,45256,Conrado Weisert
488968,Senior Staff,2001-09-16,55115,Shakhar Wuwongse
488969,Staff,2000-01-27,68512,Remko Benzmuller
488971,Senior Engineer,1996-03-03,72726,Jouko Aumann
488973,Senior Engineer,2001-08-29,40000,Arnd Lenart
488974,Senior Engineer,2000-10-06,54643,Lunjin Thambidurai
488979,Senior Engineer,1998-03-07,40000,Matk Kleiser
488980,Senior Engineer,1995-05-25,40000,Vishwani Reeker
488983,Engineer,1994-08-17,40000,Oddvar Varman
488988,Senior Staff,1990-07-14,78940,Izaskun Puppe
488989,Engineer,1998-10-08,40000,Ingemar Selenyi
488995,Senior Engineer,1994-02-13,42922,Moon Morris
488998,Senior Engineer,1995-03-10,69093,Kendra Hennings
489001,Staff,1995-12-11,85481,Ingemar England
489003,Staff,1999-02-23,71664,Changho Matzov
489005,Senior Staff,2000-07-03,40000,Gilbert Onuegbe
489010,Technique Leader,1986-01-08,40000,Youngkon Skrikant
489015,Senior Engineer,1995-04-03,66500,Boriana Benzmuller
489019,Senior Staff,2000-04-08,47366,Pradeep Chimia
489035,Technique Leader,1997-07-19,50622,Gina Masaki
489040,Senior Engineer,1994-07-09,40000,Xiping Lueh
489043,Senior Engineer,1994-06-03,63545,Kristinn Pocchiola
489050,Senior Engineer,1994-08-12,63457,Jeanna Pramanik
489051,Senior Engineer,1995-12-28,40000,Yongmao Cunliffe
489054,Senior Engineer,1996-08-27,73428,Edwin Giveon
489060,Senior Engineer,1995-02-28,40000,Kazuhito Sevcikova
489063,Senior Staff,1999-01-06,47007,Jianhui Penn
489077,Engineer,1999-10-06,59604,Basant Sanella
489085,Technique Leader,1990-05-24,60362,Dung Krzyzanowski
489088,Senior Staff,1994-10-31,40000,Basem Perz
489091,Senior Staff,1999-04-03,60949,Frederique Levergood
489094,Staff,1995-02-12,68079,Giordano Ligten
489103,Technique Leader,1995-06-23,50295,Sverrir Buescher
489104,Engineer,1998-04-18,40000,Stafford Brandsma
489107,Senior Engineer,1994-06-25,56186,Uzi Rosch
489108,Senior Staff,1999-05-15,40000,Zhanqiu Hofting
489116,Engineer,1995-04-23,40000,Hatsukazu Merks
489117,Senior Engineer,1996-02-08,40000,Constantijn Gustavson
489124,Engineer,2000-01-06,40000,Chandrasekaran Uhrig
489126,Senior Staff,2001-05-21,40000,Anestis Macedo
489128,Senior Staff,2001-03-02,53605,Nishit Gluchowski
489130,Senior Engineer,2001-06-08,57149,Guadalupe Ligten
489134,Engineer,1999-07-10,60159,Yurii Brookman
489136,Engineer,1996-09-06,40000,Nishit Msuda
489147,Engineer,1997-10-30,73028,Serge Sanella
489151,Senior Engineer,1986-05-30,49644,Percy Hoogerwoord
489153,Engineer,1996-09-02,47584,Gao Bharadwaj
489154,Senior Engineer,1994-04-23,40000,Vasilis Thisen
489157,Senior Engineer,1998-11-07,41131,Mohammad Janocha
489162,Senior Engineer,2000-01-15,47793,Tomokazu Camurati
489163,Senior Staff,1996-08-19,45822,Stevo Sullins
489166,Engineer,1999-06-26,43426,Owen Erman
489171,Senior Engineer,1996-03-07,46393,Kazunori Kisuki
489175,Senior Staff,1999-02-12,63591,Yucai Bahi
489176,Senior Engineer,1997-06-08,40000,Aron Einsfeld
489205,Staff,1998-02-21,40000,Eran Cunliffe
489215,Engineer,1999-08-28,40000,Conrado Ritcey
489218,Engineer,1998-02-18,46141,Persi Debuse
489221,Senior Staff,1994-06-05,40000,Dulce Remmers
489225,Engineer,1995-01-25,40569,Bodo Keustermans
489232,Staff,1998-01-17,40000,Domenico Pezzoli
489243,Senior Staff,1986-04-03,40000,Teiji Lores
489245,Senior Engineer,1989-07-04,57847,Shrikanth Steenbeek
489249,Senior Staff,1999-02-22,40000,Barun Marwedel
489250,Senior Engineer,1998-06-15,40000,Unal Eickenmeyer
489251,Engineer,1997-02-13,53478,Sukumar Luders
489257,Senior Staff,1994-12-09,66291,Premal Rissanen
489259,Staff,1995-09-20,40000,Marit Junot
489269,Senior Engineer,1988-04-01,40000,Gully Fontan
489280,Staff,1999-10-28,54746,Kristen Fraisse
489281,Senior Engineer,1996-10-21,40000,Marko Colorni
489285,Senior Staff,1998-08-27,70022,Khaled Garnier
489286,Senior Engineer,2000-11-18,43171,Chuanti Rotem
489287,Engineer,1998-01-03,63720,Frazer Piveteau
489302,Senior Engineer,1992-09-19,40000,Gopalakrishnan Streng
489318,Senior Engineer,1992-05-13,50867,Uta Stellhorn
